run_id,replication,randomized_position,factor_data_view,factor_model,factor_prompt_template,factor_temperature,data_view,inference_options.max_tokens,inference_options.reasoning.enabled,inference_options.temperature,model,prompt_template,settings_json
306,3,124,stim_and_mouse_summary,kimi,prompts/stim_paradigm_predictive.md,0.75,stim_and_mouse_summary,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
160,2,125,summary_only,kimi,prompts/stim_paradigm_predictive.md,0.5,summary_only,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
238,2,126,summary_only,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.25,summary_only,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
101,1,127,stim_summary,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.25,stim_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
105,1,128,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.25,stim_and_mouse_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
383,3,129,stim_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.5,stim_summary,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
213,2,130,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.75,stim_and_mouse_summary,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
255,2,131,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.75,stim_and_mouse_summary,1800,False,0.75,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
168,2,132,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,0.75,stim_and_mouse_summary,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
159,2,133,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,0.5,stim_and_mouse_summary,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
46,1,134,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.0,summary_only,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
235,2,135,summary_only,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.25,summary_only,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
244,2,136,summary_only,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.5,summary_only,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
301,3,137,summary_only,kimi,prompts/stim_paradigm_anova.md,0.75,summary_only,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
47,1,138,stim_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.0,stim_summary,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
344,3,139,stim_summary,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.75,stim_summary,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
272,3,140,stim_summary,kimi,prompts/stim_paradigm_basic.md,0.0,stim_summary,1800,False,0.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
95,1,141,stim_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.0,stim_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
334,3,142,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.5,summary_only,1800,False,0.5,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
54,1,143,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.0,stim_and_mouse_summary,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
186,2,144,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.0,stim_and_mouse_summary,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
242,2,145,stim_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.25,stim_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
251,2,146,stim_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.5,stim_summary,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
14,1,147,stim_summary,kimi,prompts/stim_paradigm_anova.md,0.25,stim_summary,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
319,3,148,summary_only,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.0,summary_only,1800,False,0.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
341,3,149,stim_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.5,stim_summary,1800,False,0.5,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
24,1,150,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,0.5,stim_and_mouse_summary,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
77,1,151,stim_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.75,stim_summary,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
377,3,152,stim_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.25,stim_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
117,1,153,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.5,stim_and_mouse_summary,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
152,2,154,stim_summary,kimi,prompts/stim_paradigm_predictive.md,0.25,stim_summary,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
239,2,155,stim_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.25,stim_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
392,3,156,stim_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.75,stim_summary,1800,False,0.75,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
167,2,157,stim_summary,kimi,prompts/stim_paradigm_anova.md,0.75,stim_summary,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
225,2,158,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,1.0,stim_and_mouse_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
154,2,159,summary_only,kimi,prompts/stim_paradigm_basic.md,0.5,summary_only,1800,False,0.5,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
112,1,160,summary_only,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.5,summary_only,1800,False,0.5,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
259,2,161,summary_only,qwen3_5_9b,prompts/stim_paradigm_predictive.md,0.75,summary_only,1800,False,0.75,Qwen/Qwen3.5-9B,prompts/stim_paradigm_predictive.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
198,2,162,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,0.25,stim_and_mouse_summary,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
170,2,163,stim_summary,kimi,prompts/stim_paradigm_predictive.md,0.75,stim_summary,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
230,2,164,stim_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.0,stim_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
310,3,165,summary_only,kimi,prompts/stim_paradigm_anova.md,1.0,summary_only,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
163,2,166,summary_only,kimi,prompts/stim_paradigm_basic.md,0.75,summary_only,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
31,1,167,summary_only,kimi,prompts/stim_paradigm_anova.md,0.75,summary_only,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
223,2,168,summary_only,deepseek_v3_1,prompts/stim_paradigm_predictive.md,1.0,summary_only,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
325,3,169,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.25,summary_only,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
285,3,170,stim_and_mouse_summary,kimi,prompts/stim_paradigm_anova.md,0.25,stim_and_mouse_summary,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
103,1,171,summary_only,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.25,summary_only,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
172,2,172,summary_only,kimi,prompts/stim_paradigm_basic.md,1.0,summary_only,1800,False,1.0,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
129,1,173,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_basic.md,1.0,stim_and_mouse_summary,1800,False,1.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
60,1,174,stim_and_mouse_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.25,stim_and_mouse_summary,1800,False,0.25,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
267,2,175,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,1.0,stim_and_mouse_summary,1800,False,1.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
346,3,176,summary_only,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.75,summary_only,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
151,2,177,summary_only,kimi,prompts/stim_paradigm_predictive.md,0.25,summary_only,1800,False,0.25,moonshotai/Kimi-K2.5,prompts/stim_paradigm_predictive.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
224,2,178,stim_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,1.0,stim_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
300,3,179,stim_and_mouse_summary,kimi,prompts/stim_paradigm_basic.md,0.75,stim_and_mouse_summary,1800,False,0.75,moonshotai/Kimi-K2.5,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""moonshotai/Kimi-K2.5"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
372,3,180,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_basic.md,0.25,stim_and_mouse_summary,1800,False,0.25,Qwen/Qwen3.5-9B,prompts/stim_paradigm_basic.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.25}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
366,3,181,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.0,stim_and_mouse_summary,1800,False,0.0,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.0}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
258,2,182,stim_and_mouse_summary,qwen3_5_9b,prompts/stim_paradigm_anova.md,0.75,stim_and_mouse_summary,1800,False,0.75,Qwen/Qwen3.5-9B,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_and_mouse_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""Qwen/Qwen3.5-9B"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
64,1,183,summary_only,deepseek_v3_1,prompts/stim_paradigm_basic.md,0.5,summary_only,1800,False,0.5,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_basic.md,"{""data_view"": ""summary_only"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.5}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_basic.md""}"
212,2,184,stim_summary,deepseek_v3_1,prompts/stim_paradigm_anova.md,0.75,stim_summary,1800,False,0.75,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_anova.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 0.75}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_anova.md""}"
89,1,185,stim_summary,deepseek_v3_1,prompts/stim_paradigm_predictive.md,1.0,stim_summary,1800,False,1.0,deepseek-ai/DeepSeek-V3.1,prompts/stim_paradigm_predictive.md,"{""data_view"": ""stim_summary"", ""inference_options"": {""max_tokens"": 1800, ""reasoning"": {""enabled"": false}, ""temperature"": 1.0}, ""model"": ""deepseek-ai/DeepSeek-V3.1"", ""prompt_template"": ""prompts/stim_paradigm_predictive.md""}"
